"Day","Account","Campaign","Ad.group","Network","Ad.group.state","Impressions","CTR","Avg..CPC","Clicks","Cost","Avg..session.duration..seconds.","Bounce.rate","Click.Assisted.Conv.","Click.conversion.rate","Conversions","View.through.conv.","Search.Impr..share","Avg..position"
2015-03-21,"Asian haus","Asian Haus","Asian Haus - Main Competitor","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-18,"Asian haus","Asian Haus","Asian Haus - Competitor","Search Network","paused",943,"0.53%",17.594,5,87.97,0,"0.00%",0,"0.00%",0,0,"18.10%",1.6
2015-03-17,"Asian haus","Asian Haus","Asian Haus - Competitor","Search Network","paused",247,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"14.56%",1.6
2015-03-09,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",31,"12.90%",0.745,4,2.98,0,"0.00%",0,"25.00%",1,0,"96.88%",1
2015-03-10,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",21,"28.57%",24.175,6,145.05,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-19,"Asian haus","Asian Haus","Asian Haus - Competitor","Search Network","paused",348,"0.29%",16.5,1,16.5,0,"0.00%",0,"0.00%",0,0,"11.33%",1.5
2015-02-18,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-02-23,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",51,"1.96%",37.57,1,37.57,0,"0.00%",0,"0.00%",0,0,"100.00%",1.1
2015-03-19,"Asian haus","Asian Haus","Asian Food","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"28.57%",1
2015-03-29,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",19,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1.4
2015-03-08,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",41,"19.51%",14.52875,8,116.23,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-02-24,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-02-28,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",27,"18.52%",35.47,5,177.35,0,"0.00%",0,"40.00%",2,0,"100.00%",1
2015-02-26,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",4.6
2015-02-27,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"63.16%",3.8
2015-02-21,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-12,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",32,"9.38%",22.29,3,66.87,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-03,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"85.71%",5.1
2015-03-24,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",14,"7.14%",2.61,1,2.61,0,"0.00%",0,"0.00%",0,0,"100.00%",1.2
2015-03-24,"Asian haus","Asian Haus","Asian Haus - Main Competitor","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1.6
2015-03-20,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",19,"5.26%",80.53,1,80.53,0,"0.00%",0,"100.00%",1,0,"100.00%",1.1
2015-03-28,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",104,"21.15%",15.792727,22,347.44,0,"0.00%",3,"18.18%",4,0,"100.00%",1.3
2015-02-25,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",40,"5.00%",9.65,2,19.3,0,"0.00%",1,"50.00%",1,0,"100.00%",1.2
2015-03-20,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",68,"22.06%",18.276667,15,274.15,0,"0.00%",1,"13.33%",2,0,"100.00%",1
2015-03-23,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",37,"18.92%",68.117143,7,476.82,0,"0.00%",1,"0.00%",0,0,"100.00%",1.1
2015-03-26,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",43,"16.28%",18.22,7,127.54,0,"0.00%",1,"14.29%",1,0,"100.00%",1.1
2015-03-27,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",63,"14.29%",23.63,9,212.67,0,"0.00%",1,"22.22%",2,0,"100.00%",1.1
2015-03-21,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",49,"22.45%",24.451818,11,268.97,0,"0.00%",3,"45.45%",8,0,"100.00%",1.1
2015-03-22,"Asian haus","Asian Haus","Asian Food","Search Network","enabled",5,"20.00%",20.04,1,20.04,0,"0.00%",0,"0.00%",0,0,"17.24%",1.4
2015-03-23,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",12,"8.33%",0.38,1,0.38,0,"0.00%",0,"0.00%",0,0,"100.00%",1.3
2015-02-24,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",33,"15.15%",27.374,5,136.87,0,"0.00%",0,"0.00%",0,0,"97.06%",1.3
2015-03-04,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",14,"14.29%",50.59,2,101.18,0,"0.00%",0,"100.00%",2,0,"100.00%",1
2015-03-08,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",26,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"92.86%",3.4
2015-02-27,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",30,"13.33%",49.54,4,198.16,0,"0.00%",0,"50.00%",3,0,"100.00%",1
2015-02-28,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"75.00%",3.3
2015-03-11,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",97,"23.71%",12.986087,23,298.68,0,"0.00%",0,"4.35%",1,0,"100.00%",1
2015-03-12,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"66.67%",3.6
2015-03-15,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",71,"23.94%",19.247647,17,327.21,0,"0.00%",0,"29.41%",5,0,"100.00%",1
2015-02-11,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"91.67%",1.4
2015-02-15,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-15,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",12,"8.33%",3.16,1,3.16,0,"0.00%",0,"0.00%",0,0,"100.00%",1.1
2015-02-25,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",7
2015-03-25,"Asian haus","Asian Haus","Asian Haus - Main Competitor","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1
2015-04-02,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",18,"16.67%",2.11,3,6.33,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-02-25,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",13,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"92.86%",1.5
2015-03-18,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",11,"27.27%",31.876667,3,95.63,0,"0.00%",0,"33.33%",2,0,"100.00%",1
2015-02-20,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"63.16%",1.4
2015-03-23,"Asian haus","Asian Haus","Asian Food","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"33.33%",4.5
2015-04-02,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.4
2015-03-30,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1.8
2015-03-04,"Asian haus","Asian Haus","Generic-Menu-Based-Exact","Search Network","paused",9,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"81.82%",4.6
2015-02-12,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1.5
2015-02-16,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",15,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"65.22%",1.7
2015-03-14,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",26,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-09,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",16,"31.25%",24.44,5,122.2,0,"0.00%",0,"40.00%",4,0,"100.00%",1
2015-03-25,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",10,"10.00%",2.66,1,2.66,0,"0.00%",0,"100.00%",1,0,"100.00%",1.6
2015-03-16,"Bangalore Clients Account","Oliver's","Olivers-BMM","Search Network","enabled",13,"7.69%",18.06,1,18.06,0,"0.00%",4,"100.00%",4,0,"100.00%",1
2015-04-01,"Bangalore Clients Account","Oliver's","Olivers-BMM","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",1,"0.00%",0,0," --",0
2015-04-01,"Bangalore Clients Account","Tandoor Hut","Tandoor Hut - Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",1,"0.00%",0,0," --",0
2015-03-10,"Bangalore Clients Account","Oliver's","Olivers-BMM","Search Network","enabled",13,"46.15%",13.376667,6,80.26,0,"0.00%",1,"16.67%",1,0,"92.86%",1.1
2015-03-30,"Bangalore Clients Account","Punjabi Times: Text","Ad Group #1","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",1,"0.00%",0,0,"100.00%",1
2015-03-26,"Bangalore Clients Account","Tandoor Hut","Tandoor Hut - Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",1,"0.00%",0,0," --",0
2015-03-29,"Bangalore Clients Account","Biryani Pot-SEARCH","Biryani Pot-Exact","Search Network","enabled",119,"21.85%",43.485769,26,1130.63,0,"0.00%",3,"23.08%",6,0,"99.17%",1.1
2015-03-23,"Bangalore Clients Account","Tez Tadka Search","Tez Tadka Exact","Search Network","enabled",7,"28.57%",1.62,2,3.24,0,"0.00%",1,"50.00%",1,0,"100.00%",1
2015-02-28,"Bangalore Clients Account","Biryani Pot-SEARCH","Biryani Pot-Exact","Search Network","enabled",90,"27.78%",31.7292,25,793.23,0,"0.00%",3,"24.00%",8,0,"100.00%",1
2015-03-05,"Bangalore Clients Account","Tikki Tikki-Search","Tikki Tikki-Brand Exact","Search Network","enabled",15,"20.00%",17.143333,3,51.43,0,"0.00%",1,"33.33%",2,0,"93.75%",1.5
2015-02-22,"Bangalore Clients Account","Biryani Pot-SEARCH","Biryani Pot-Exact","Search Network","enabled",84,"13.10%",19.805455,11,217.86,0,"0.00%",2,"27.27%",3,0,"100.00%",1
2015-02-28,"Bangalore Clients Account","Tez Tadka Search","Tez Tadka Exact","Search Network","enabled",9,"55.56%",3.92,5,19.6,0,"0.00%",1,"20.00%",1,0,"100.00%",1
2015-03-07,"Bangalore Clients Account","Biryani Pot-SEARCH","Biryani Pot-Exact","Search Network","enabled",102,"24.51%",27.4192,25,685.48,0,"0.00%",3,"28.00%",10,0,"100.00%",1
2015-02-27,"Bangalore Clients Account","Biryani Pot-SEARCH","Biryani Pot-Exact","Search Network","enabled",80,"22.50%",49.438333,18,889.89,0,"0.00%",1,"22.22%",5,0,"100.00%",1
2015-03-05,"Bangalore Clients Account","Tez Tadka Search","Tez Tadka Exact","Search Network","enabled",15,"40.00%",9.505,6,57.03,0,"0.00%",1,"16.67%",1,0,"100.00%",1
2015-03-07,"Bangalore Clients Account","Bhukkad-Display","Remarketing","Display Network","enabled",31,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"Bangalore Clients Account","Pizza Intalia - S","Pizza Intalia - Exact","Display Network","enabled",43,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-03-29,"Bangalore Clients Account","Bameys-Display","Deals-PLC","Display Network","enabled",23,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-10,"Bangalore Clients Account","Tandoor Hut","Tandoor Hut - Exact","Search Network","enabled",17,"23.53%",30.6375,4,122.55,0,"0.00%",0,"0.00%",0,0,"94.44%",1
2015-02-22,"Bangalore Clients Account","Yummy NH8","Yummy NH8 -Exact","Search Network","enabled",21,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"63.64%",1.6
2015-03-23,"Bangalore Clients Account","Calvin - Search","Calvin - Exact","Search Network","enabled",10,"20.00%",0.38,2,0.76,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-14,"Bangalore Clients Account","100ft Bangalore","100ft - Exact","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-19,"Bangalore Clients Account","Oliver's","Olivers-BMM","Search Network","enabled",29,"13.79%",8.8675,4,35.47,0,"0.00%",0,"25.00%",1,0,"96.67%",1
2015-03-13,"Bangalore Clients Account","Oliver's","Olivers-BMM","Search Network","enabled",36,"11.11%",14.29,4,57.16,0,"0.00%",0,"25.00%",1,0,"97.30%",1
2015-03-20,"Bangalore Clients Account","Calvin - Search","Calvins - Competitor","Search Network","enabled",37,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",3.1
2015-03-27,"Bangalore Clients Account","1947 Bangalore","1947-Exact","Search Network","enabled",27,"14.81%",20.0925,4,80.37,0,"0.00%",0,"0.00%",0,0,"79.41%",1
2015-02-28,"Bangalore Clients Account","Grab Eat Display","Food Coupons_PLC","Display Network","enabled",1413,"0.28%",6.25,4,25,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-07,"Bangalore Clients Account","Pizzeria-D","Remarketing","Display Network","enabled",102,"0.98%",14.98,1,14.98,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-20,"Bangalore Clients Account","Bhukkad-Display","Remarketing","Display Network","enabled",202,"1.98%",9.6425,4,38.57,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-12,"Bangalore Clients Account","marias goan kitchen","Marias kitchen-brand","Search Network","enabled",1,"100.00%",11.54,1,11.54,0,"0.00%",0,"0.00%",0,0,"100.00%",2
2015-02-26,"Bangalore Clients Account","Grab Eat Display","Food Coupons_PLC","Display Network","enabled",2415,"0.12%",5.686667,3,17.06,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-26,"Bangalore Clients Account","Tikki Tikki-Display","Remarketing","Display Network","enabled",1653,"0.54%",12.034444,9,108.31,0,"0.00%",0,"22.22%",2,3," --",1
2015-03-08,"Bangalore Clients Account","Tez Tadka Search","Tez Tadka Exact","Search Network","enabled",20,"30.00%",4.758333,6,28.55,0,"0.00%",0,"50.00%",3,0,"100.00%",1
2015-03-21,"Bangalore Clients Account","Pizza Intalia - S","Pizza Intalia - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",3
2015-03-28,"Bangalore Clients Account","1947 Bangalore","1947-Exact","Search Network","enabled",49,"10.20%",14.246,5,71.23,0,"0.00%",0,"20.00%",1,0,"94.23%",1
2015-03-15,"Bangalore Clients Account","Biryani Pot - Display","BIRYANI POT-Remarketing","Display Network","enabled",155,"0.65%",13.19,1,13.19,0,"0.00%",0,"0.00%",0,1," --",1
2015-03-29,"Bangalore Clients Account","1947-D","Remarketing","Display Network","enabled",370,"0.81%",5.446667,3,16.34,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"Bangalore Clients Account","Biryani Pot - Display","BIRYANI POT-Remarketing","Display Network","enabled",976,"0.51%",14.156,5,70.78,0,"0.00%",0,"20.00%",1,0," --",1
2015-02-13,"Bangalore Clients Account","KHAN SAHEB-DISPLAY","KHAN SAHEB","Display Network","paused",13,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-08,"Bangalore Clients Account","Tikki Tikki-Search","Cutlets","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-12,"Bangalore Clients Account","Pizza Intalia - S","Pizza Intalia - Exact","Display Network","enabled",24,"8.33%",15.025,2,30.05,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-02-23,"Bangalore Clients Account","Tikki Tikki-Display","TV Lovers-INt","Display Network","enabled",18763,"0.32%",8.995333,60,539.72,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-05,"Bangalore Clients Account","Tez Tadaka-D","Remarketing","Display Network","enabled",75,"6.67%",4.026,5,20.13,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-06,"Bangalore Clients Account","Olivers-D","Remarketing","Display Network","enabled",3652,"0.44%",10.7775,16,172.44,0,"0.00%",0,"0.00%",0,9," --",1
2015-03-04,"Bangalore Clients Account","Olivers-D","Remarketing","Display Network","enabled",2831,"0.42%",10.781667,12,129.38,0,"0.00%",0,"0.00%",0,2," --",1
2015-03-09,"Bangalore Clients Account","Biryani Pot - Display","BIRYANI POT-Remarketing","Display Network","enabled",1102,"0.73%",10.66,8,85.28,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-14,"Bangalore Clients Account","Olivers-D","Remarketing","Display Network","enabled",753,"0.13%",12.96,1,12.96,0,"0.00%",0,"0.00%",0,1," --",1
2015-03-16,"Bangalore Clients Account","Tez Tadka Search","Tez Tadka Exact","Search Network","enabled",12,"25.00%",4.553333,3,13.66,0,"0.00%",0,"33.33%",1,0,"100.00%",1
2015-03-24,"Bangalore Clients Account","Pizza Intalia - S","Pizza Intalia - Exact","Display Network","enabled",85,"1.18%",4.76,1,4.76,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-03-04,"Bangalore Clients Account","Yummy NH8","Yummy NH8 -Exact","Search Network","enabled",13,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"41.94%",2
2015-02-15,"Bangalore Clients Account","Tikki Tikki-Display","Foodies","Display Network","enabled",81582,"0.22%",6.07623,183,1111.95,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"Bangalore Clients Account","Tikki Tikki-Search","Tikki Tikki-Brand Exact","Search Network","enabled",12,"8.33%",0.72,1,0.72,0,"0.00%",0,"0.00%",0,0,"100.00%",1.8
2015-03-25,"Bangalore Clients Account","Bhukkad-Display","Movie Lovers","Display Network","enabled",1174,"0.26%",9.536667,3,28.61,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-01,"Bangalore Clients Account","Biryani Pot - Display","BIRYANI POT-Remarketing","Display Network","enabled",24160,"0.28%",12.61,68,857.48,0,"0.00%",0,"0.00%",0,1," --",1
2015-03-19,"Bangalore Clients Account","Calvin - Search","Calvins - Competitor","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",3
2015-03-06,"Bangalore Clients Account","Bhukkad-Display","Remarketing","Display Network","enabled",44,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-17,"Bangalore Clients Account","Olivers-D","Remarketing","Display Network","enabled",772,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,3," --",1
2015-03-23,"Bangalore Clients Account","Tikki Tikki-Display","Remarketing","Display Network","enabled",1545,"0.26%",13.1975,4,52.79,0,"0.00%",0,"0.00%",0,1," --",1
2015-02-25,"Bangalore Clients Account","Biryani Pot - Display","BIRYANI POT-Remarketing","Display Network","enabled",229,"0.87%",3.595,2,7.19,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"Bangalore Clients Account","Grab Eat Display","Remarketing","Display Network","enabled",230,"0.43%",15,1,15,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-11,"Bangalore Clients Account","Biryani Pot - Display","BIRYANI POT-Remarketing","Display Network","enabled",1198,"0.25%",12.076667,3,36.23,0,"0.00%",0,"0.00%",0,0," --",1
